uberon_id	uberon_name	positive_evidence	no_negative_evidence
UBERON:0028414	Ongur, Price, and Ferry (2003) area 10o	0	1
UBERON:0001199	mucosa of stomach	1	1
UBERON:2005032	optic vein	0	1
UBERON:0001093	vertebral bone 2	1	1
UBERON:0006096	posterior transverse temporal area 42	1	1
UBERON:0013513	anal pterya	0	0
UBERON:0017671	bony part of vertebral arch of first sacral vertebra	1	1
UBERON:0001521	flexor carpi radialis muscle	1	1
UBERON:0000053	macula lutea	1	1
UBERON:0025584	perirhinal cortex of rodent of Burwell et al 1995	0	1
UBERON:0002997	nucleus of medial eminence	1	1
UBERON:0009899	pole of cerebral hemisphere	1	1
UBERON:0001518	skin of wrist	1	1
UBERON:0001758	periodontium	1	1
UBERON:0008322	deep artery of clitoris	1	1
UBERON:0004889	lobar bronchus vasculature	0	1
UBERON:0022323	entorhinal cortex layer 4	0	1
UBERON:0016482	dental plaque	0	1
UBERON:4200209	postaxial process of the ulnare	0	1
UBERON:0003211	median eye	0	0
UBERON:0003249	epithelium of otic placode	1	1
UBERON:0033483	lumbar spinal cord gray commissure	0	1
UBERON:0005984	subendocardium layer	0	1
UBERON:0015086	distal carpal bone 1 pre-cartilage condensation	0	1
UBERON:0003846	thymus epithelium	1	1
UBERON:0008962	forelimb bone	1	1
UBERON:0001675	trigeminal ganglion	1	1
UBERON:0005109	metanephric smooth muscle tissue	0	1
UBERON:0010578	manual digit 4 phalanx pre-cartilage condensation	1	1
UBERON:0035014	functional part of brain	1	1
UBERON:2002272	ventral caudal procurrent ray 1	0	0
UBERON:0023998	hemispheric Lobule II	0	1
UBERON:0034708	cerebellum marginal layer	1	1
UBERON:0019222	digit 2, 3 or 4	1	1
UBERON:0011564	adductor pollicis muscle of prepollex	0	1
UBERON:0002538	hatching gland	0	1
UBERON:0004139	cardiogenic plate	1	1
UBERON:0035084	non-transverse process-bearing vertebra	0	1
UBERON:0002278	perilymphatic space	1	1
UBERON:0028925	paravermic lobule VIII	0	1
UBERON:2000104	suprapreopercle	0	1
UBERON:0003407	cartilage of nasal septum	1	1
UBERON:0016896	periosteum of long bone	1	1
UBERON:0002380	trapezius muscle	1	1
UBERON:0014863	veliger stage	0	0
UBERON:0004240	gall bladder smooth muscle	0	1
UBERON:0005431	anterior spinal artery	1	1
UBERON:0004203	cortical collecting duct	0	1
UBERON:0013763	sensory epithelium of spiral organ	0	1
UBERON:0005648	manual digit 5 epithelium	1	1
UBERON:1000012	nose anterior margin	0	1
UBERON:0001753	cementum	1	1
UBERON:0008816	embryonic head	1	1
UBERON:3000051	braincase and otic capsule opening	0	1
UBERON:0009952	dentate gyrus subgranular zone	0	1
UBERON:2007030	posterior neural rod	0	1
UBERON:2000617	anal erector	0	0
UBERON:0010312	immature eye	1	1
UBERON:0010028	ventral part of pharyngeal pouch 4	0	1
UBERON:2001761	pectoral fin lepidotrichium 1	0	0
UBERON:0035607	accessory nerve cord of dorsal region	0	0
UBERON:0004406	distal epiphysis of femur	1	1
UBERON:0002237	true rib	1	1
UBERON:0006449	third lumbar spinal cord segment	1	1
UBERON:0011684	levator palatoquadrati	0	1
UBERON:3000876	spina pelvis anterior	0	1
UBERON:2000832	sclerotome somite 2	0	1
UBERON:0010903	tibiotarsus pre-cartilage condensation	0	0
UBERON:0001102	cartilage of main bronchus	1	1
UBERON:0010055	stapes cartilage element	1	1
UBERON:0014385	aryepiglottic fold	1	1
UBERON:0005256	trunk mesenchyme	1	1
UBERON:0005788	lamina rara interna	1	1
UBERON:0013620	lower primary molar tooth	1	1
UBERON:0011795	remex feather	0	0
UBERON:0005398	female reproductive gland	1	1
UBERON:0001887	internal capsule of telencephalon	1	1
UBERON:0018228	extrahepatic branch of portal vein	1	1
UBERON:0004672	posterior horn lateral ventricle	1	1
UBERON:0005239	basal plate metencephalon	1	1
UBERON:0003300	roof plate of telencephalon	1	1
UBERON:0003917	arthropod fat body	0	0
UBERON:0009071	mesobronchus	0	0
UBERON:0010295	substantia propria of sclera	1	1
UBERON:0003432	chest nerve	0	1
UBERON:0002422	fourth ventricle	1	1
UBERON:0002140	parabigeminal nucleus	1	1
UBERON:0004887	left lung hilus	1	1
UBERON:0014548	pyramidal layer of CA1	1	1
UBERON:0006948	efferent duct epithelium	1	1
UBERON:0003832	esophagus muscle	1	1
UBERON:0023390	medial subnucleus of solitary tract	1	1
UBERON:0012373	sympathetic nerve plexus	0	1
UBERON:2001750	rib of vertebra 6	0	1
UBERON:0006587	ligamentum venosum	1	1
UBERON:0003412	pelvic appendage bud mesenchyme	1	1
UBERON:0010186	male urethral gland	1	1
UBERON:0002083	ductus venosus	1	1
UBERON:2001239	ceratobranchial 5 bone	0	1
UBERON:0009203	internasal suture	1	1
UBERON:0015716	anal canal epithelium	1	1
UBERON:0002031	epithelium of bronchus	1	1
UBERON:0010937	salpingopharyngeus muscle	1	1
UBERON:0001278	epithelium of large intestine	1	1
UBERON:0035017	nociceptor	0	1
UBERON:0011265	carpometacarpal joint of digit 1	1	1
UBERON:0001713	lower eyelid	1	1
UBERON:0005680	right lung accessory lobe segmental bronchus	1	1
UBERON:0005160	vestigial structure	1	1
UBERON:0005179	pelvic region element	1	1
UBERON:0007726	interphalangeal joint of pedal digit 3	1	1
UBERON:0013744	wall of crypt of Lieberkuhn of small intestine	0	1
UBERON:0015220	inferior nasal meatus	1	1
UBERON:0013745	zona intermedia of adrenal gland	0	1
UBERON:0009555	short pastern bone	0	1
UBERON:0001955	epithelium of respiratory bronchiole	1	1
UBERON:0004668	fourth ventricle aperture	1	1
UBERON:0012473	oral cirrus	0	0
UBERON:0002841	fourth cervical dorsal root ganglion	1	1
UBERON:0002222	perichondrium	1	1
UBERON:0000460	major vestibular gland	1	1
UBERON:0005083	nipple sheath	0	1
UBERON:0027310	paravermis of the anterior lobe of the cerebellum	1	1
UBERON:0000490	unilaminar epithelium	1	1
UBERON:0014792	musculature of pelvic complex	1	1
UBERON:0001661	deep temporal vein	1	1
UBERON:0003490	respiratory system reticular lamina	0	1
UBERON:0003580	lower respiratory tract connective tissue	1	1
UBERON:0006333	snout	0	1
UBERON:0024907	hemisphere parts of cerebral cortex	0	1
UBERON:2001428	olfactory rosette	0	1
UBERON:0014870	inferior orbital fissure	1	1
UBERON:0013592	presylvian sulcus	0	1
UBERON:3000898	trochanteric crest	0	1
UBERON:0005753	caudal part of nephrogenic cord	1	1
UBERON:3000190	foramen orbitonasale mediale	0	1
UBERON:0011671	nuchal plate of carapace	0	0
UBERON:0014729	striated duct of salivary gland	1	1
UBERON:0002816	prepyramidal fissure of cerebellum	1	1
UBERON:0012429	hemopoietic tissue	1	1
UBERON:0003552	telencephalon pia mater	1	1
UBERON:2001540	pelvic radial 3 cartilage	0	0
UBERON:2005051	communicating vessel palatocerebral artery	0	1
UBERON:3000118	crista supraorbitalis	0	1
UBERON:0004728	amphibian larval stage	0	0
UBERON:2001853	postcleithrum 2	0	1
UBERON:0010262	operculum of brain	1	1
UBERON:0010029	dorsal part of pharyngeal pouch 5	0	1
UBERON:0016628	stem of Y-shaped fibrocartilage skeleton of ventral pouch	0	0
UBERON:0004697	Peyer's patch germinal center	0	1
UBERON:2000376	infraorbital	0	1
UBERON:0009637	alisphenoid ossification center	1	1
UBERON:0034865	stratum pyramidale of uncal CA2	1	1
UBERON:0010551	pedal digit 5 metatarsal pre-cartilage condensation	1	1
UBERON:0007302	pectoral appendage vasculature	0	1
UBERON:0003006	dorsal nucleus of lateral lemniscus	1	1
UBERON:0003065	ciliary marginal zone	0	1
UBERON:5103632	pedal digit 2 digitopodial skeleton	1	1
UBERON:0010409	ocular surface region	1	1
UBERON:0004001	olfactory bulb layer	1	1
UBERON:0001283	bile canaliculus	1	1
UBERON:0034941	blood sinus of vibrissa	0	1
UBERON:2007041	forebrain neural tube	0	1
UBERON:0002824	vestibular ganglion	1	1
UBERON:0014758	interstitial part of hyperpallium apicale	0	0
UBERON:0005760	urorectal septum	1	1
UBERON:0004547	decidua capsularis	1	1
UBERON:0001098	incisor tooth	1	1
UBERON:0010190	pair of dorsal aortae	1	1
UBERON:0001716	secondary palate	1	1
UBERON:3000648	crista praeopercularis	0	1
UBERON:0002498	deltopectoral crest	1	1
UBERON:0004859	eye gland	1	1
UBERON:4300135	upper jaw symphyseal tooth	0	1
UBERON:0003929	digestive tract epithelium	1	1
UBERON:0004747	supraoccipital bone	0	1
UBERON:0011153	ventral hyoid arch skeleton	0	1
UBERON:0003984	uterine tube infundibulum	1	1
UBERON:0005922	inferior nasal concha	1	1
UBERON:0012499	serosa of uterine tube	1	1
UBERON:0002617	pars postrema of ventral lateral nucleus	1	1
UBERON:0006060	conotruncus	0	1
UBERON:0011108	synovial joint of pectoral girdle	1	1
UBERON:0022281	epithelium of crypt of Lieberkuhn of large intestine	1	1
UBERON:2000474	intercalar	0	1
UBERON:0000474	female reproductive system	1	1
UBERON:3000518	pseudodentary	0	1
UBERON:0007650	esophagogastric junction	1	1
UBERON:0001428	lunate	1	1
UBERON:0005463	subcapsular sinus of lymph node	0	1
UBERON:0001957	submucosa of bronchus	1	1
UBERON:0006786	white matter of superior colliculus	1	1
UBERON:0003821	metapodium bone	1	1
UBERON:2000733	somite 7	0	1
UBERON:2002076	lateral process of basipterygium	0	1
UBERON:0011873	synarthrosis	0	1
UBERON:0002408	parietal serous pericardium	1	1
UBERON:0001919	endothelium of vein	1	1
UBERON:0004090	periorbital region	1	1
UBERON:0014803	superior nuchal line attachment site	1	1
UBERON:0001346	vaginal hymen	1	1
UBERON:2201613	dorsal fin middle radial cartilage	0	0
UBERON:0004219	urethra smooth muscle layer	1	1
UBERON:0010008	placental cotyledon	0	1
UBERON:0006319	spinal cord reticular nucleus	1	1
UBERON:2001676	mesethmoid-premaxillary joint	0	1
UBERON:0018531	female superficial inguinal ring	0	1
UBERON:0016416	anterior chest	1	1
UBERON:1700006	paired fin radial cartilage	0	0
UBERON:0005387	olfactory glomerulus	0	1
UBERON:0003108	suspensorium	1	1
UBERON:2002270	pelvic fin spine	0	0
UBERON:0004256	hindlimb zeugopod muscle	1	1
UBERON:0014683	parasymphisial tooth whorl	0	1
UBERON:0001958	terminal bronchiole epithelium	1	1
UBERON:0006976	peptonephridium	0	1
UBERON:0006314	bodily fluid	1	1
UBERON:4300138	labial region	0	1
UBERON:0018580	lower third secondary molar tooth	1	1
UBERON:0002481	bone tissue	1	1
UBERON:0034962	copulatory lymph heart	0	0
UBERON:0003483	thymus lymphoid tissue	0	1
UBERON:0011973	epiphysis of phalanx of pes	1	1
UBERON:0008279	spirocyst	0	0
UBERON:2001987	centrum 5	0	1
UBERON:0035586	nucleus lentiformis mesencephali (Aves)	0	0
UBERON:2000425	anterior lateral line nerve	0	0
UBERON:0008445	webbed pedal digit	0	1
UBERON:0003570	respiratory system connective tissue	1	1
UBERON:4300023	interolateral plate	0	1
UBERON:0018275	posthypocrista of deciduous premolar 5	0	1
UBERON:0003262	amniotic mesoderm	1	1
UBERON:0013523	lateral vaginal canal	0	0
UBERON:0010185	rete ovarii	0	1
UBERON:0014912	thalamic eminence	0	1
UBERON:0014506	distal interphalangeal joint of digit 3	1	1
UBERON:0004884	lobar bronchus mesenchyme	0	1
UBERON:0004503	skeletal muscle tissue of digastric	1	1
UBERON:4000146	transient cartilaginous element	0	1
UBERON:0009773	renal tubule	1	1
UBERON:0014780	palatine aponeurosis	1	1
UBERON:0001845	perilymph	1	1
UBERON:0014685	pterygoid plexus	1	1
UBERON:0005054	primary dorsal nerve cord	0	1
UBERON:0008788	posterior cranial fossa	1	1
UBERON:0008202	bone of hip region	1	1
UBERON:3000798	presacral shield	0	1
UBERON:2000741	epaxial region somite 14	0	1
UBERON:0006195	renal sinus of left kidney	1	1
UBERON:0006644	tunica albuginea of ovary	1	1
UBERON:0001745	secondary nodular lymphoid tissue	1	1
UBERON:0015853	dental pulp of median incisor tusk	0	0
UBERON:0034968	sagittal sulcus	0	1
UBERON:0000420	myoepithelium	1	1
UBERON:0016930	ridge of tooth	1	1
UBERON:0002514	intramembranous bone	1	1
UBERON:0004302	proximal phalanx	1	1
UBERON:0002098	apex of heart	1	1
UBERON:2000044	myotome somite 14	0	1
UBERON:0002969	inferior temporal sulcus	1	1
UBERON:4000175	pectoral fin lepidotrichium	0	0
UBERON:0014624	basis modioli	1	1
UBERON:0009746	head fold of embryonic disc	0	1
UBERON:0004793	secretion of exocrine pancreas	0	1
UBERON:0000110	neurula stage	1	1
UBERON:0003652	metatarsal bone of digit 3	1	1
UBERON:0014459	temporal fenestra	0	0
UBERON:0004056	primitive groove	1	1
UBERON:0002231	body of rib	1	1
UBERON:0011185	gastrointestinal sphincter	1	1
UBERON:0004469	musculature of back	1	1
UBERON:2001610	quadrate dorsal process	0	0
UBERON:0003109	parapophysis	0	1
UBERON:0019328	palpebral lobe of lacrimal gland	1	1
UBERON:0003268	tooth of lower jaw	1	1
UBERON:0004236	arteriole smooth muscle	0	1
UBERON:0008596	mentalis muscle	1	1
UBERON:0002384	connective tissue	1	1
UBERON:0000070	pupal stage	0	0
UBERON:0011929	postganglionic parasympathetic fiber	0	1
UBERON:0034698	inflow tract of ventricle	1	1
UBERON:0014549	pyramidal layer of CA2	1	1
UBERON:0001427	scaphoid	1	1
UBERON:0001325	muscle of pelvis	1	1
UBERON:2002293	hypaxial basal fulcrum	0	0
UBERON:0010143	seminal vesicle fluid	1	1
UBERON:0005032	mucosa of lower lip	1	1
UBERON:0003656	mesopodium bone	1	1
UBERON:0009768	distal interphalangeal joint	1	1
UBERON:2000803	myotome somite 18	0	1
UBERON:0006106	cochlear canal	1	1
UBERON:0002286	third ventricle	1	1
UBERON:0012649	anococcygeus muscle	0	1
UBERON:0004228	urinary bladder smooth muscle	1	1
UBERON:0006908	fast muscle tissue	0	1
UBERON:0007225	lateral entorhinal cortex	1	1
UBERON:0003533	manual digit skin	1	1
UBERON:0016867	digit 7 plus metapodial segment	0	1
UBERON:0006668	carotid canal	1	1
UBERON:0002562	superior frontal sulcus	1	1
UBERON:0001627	middle cerebral artery	1	1
UBERON:3010489	muscular artery	0	1
UBERON:0013219	parotoid gland	0	0
UBERON:0015052	femur endochondral element	1	1
UBERON:0016402	mesocolic lymph node	1	1
UBERON:0011164	neurocranium bone	1	1
UBERON:0010220	arytenoid pre-cartilage condensation	1	1
UBERON:0019207	chorioretinal region	1	1
UBERON:3000744	urostyle cotyle	0	1
UBERON:3010750	descending branch of the vagus nerve	0	1
UBERON:0006964	pars distalis of adenohypophysis	1	1
UBERON:0006265	mural trophectoderm	1	1
UBERON:0012134	medial-intermediate intercuneiform joint	1	1
UBERON:4200124	sternal trabecula	0	1
UBERON:0002945	ventral posteromedial nucleus of thalamus	1	1
UBERON:0019250	4-8 cell stage embryo	0	1
UBERON:4200062	epichordal lepidotrichium	0	0
UBERON:0005197	segmental spinal nerve	0	1
UBERON:0010367	conjunctival vein	1	1
UBERON:0001260	serosa of urinary bladder	1	1
UBERON:0011799	cavity of feather shaft	0	0
UBERON:2005276	inclinator muscle	0	1
UBERON:0013502	5th arch mesenchyme	0	1
UBERON:0018622	lower canine tooth	1	1
UBERON:3010738	M. palmaris profundis	0	1
UBERON:0001456	face	1	1
UBERON:0001051	hypopharynx	1	1
UBERON:0003990	spinal cord motor column	0	1
UBERON:0010713	paired fin skeleton	0	0
UBERON:0018644	deciduous molar 1	1	1
UBERON:0016540	occipital cortex	1	1
UBERON:2001044	sclerotome somite 3	0	1
UBERON:2001751	rib of vertebra 5	0	1
UBERON:0002686	angular gyrus	1	1
UBERON:2001755	dorsal fin lepidotrichium 2	0	0
UBERON:0007364	reticulorumen	0	0
UBERON:0004686	gastro-splenic ligament	1	1
UBERON:0010549	pedal digit 3 metatarsal pre-cartilage condensation	1	1
UBERON:0006114	lateral occipital cortex	1	1
UBERON:0001614	superficial temporal artery	1	1
UBERON:0003455	inner renal medulla loop of henle	1	1
UBERON:0002561	lumen of central nervous system	1	1
UBERON:0009471	dorsum of tongue	1	1
UBERON:0003269	skeletal muscle tissue of eye	1	1
UBERON:3000771	acetabular depression	0	1
UBERON:0006690	deep dorsal vein of clitoris	1	1
UBERON:0006218	common atrial chamber	1	1
UBERON:0003642	pedal digit 3 phalanx	1	1
UBERON:0003074	mesonephric duct	1	1
UBERON:0011191	ophthalmic vein	1	1
UBERON:0019208	anterior pole of lens	1	1
UBERON:0015030	pedal digit phalanx endochondral element	1	1
UBERON:0001570	inferior pharyngeal constrictor	1	1
UBERON:4300038	facet	0	1
UBERON:2000398	nucleus isthmi	0	1
UBERON:0007356	crop	0	0
UBERON:0000079	male reproductive system	1	1
UBERON:0003438	iris nerve	0	1
UBERON:0001953	presubiculum	1	1
UBERON:0004086	brain ventricle	1	1
UBERON:0010856	patagium	0	0
UBERON:0006102	Brodmann (1909) area 35	1	1
UBERON:2001313	ventral anterior lateral line ganglion	0	0
UBERON:0005489	anterior interventricular sulcus	1	1
UBERON:0012350	carpal pad	0	1
UBERON:0005427	corneal primordium	1	1
UBERON:0002375	cricoid cartilage	1	1
UBERON:0005636	caecum epithelium	1	1
UBERON:0014790	lingual septum	1	1
UBERON:3011045	gasserian ganglion	0	1
UBERON:0010975	external oblique pre-muscle mass	1	1
UBERON:0014895	somatic muscle	0	0
UBERON:0011574	mesonephric duct lumen	1	1
UBERON:3010080	snout protuberances	0	1
UBERON:0006684	sphenoidal fontanelle	1	1
UBERON:0015022	hindlimb endochondral element	1	1
UBERON:0003606	limb long bone	1	1
UBERON:0001636	posterior cerebral artery	1	1
UBERON:0001073	ileocecal junction	1	1
UBERON:0018606	molar 2	1	1
UBERON:0004494	cardiac muscle tissue of papillary muscle	1	1
UBERON:0004930	submucosa of transverse colon	1	1
UBERON:0005380	olfactory bulb subependymal zone	0	1
UBERON:0001212	duodenal gland	1	1
UBERON:3000166	fenestra nasobasalis	0	1
UBERON:0016858	digit 8	0	1
UBERON:0004722	deep cervical lymph node	1	1
UBERON:0011845	duct of sebaceous gland	1	1
UBERON:0006909	lumen of digestive tract	1	1
UBERON:0005203	trachea gland	1	1
UBERON:2001806	intracranial diverticulum of swimbladder	0	0
UBERON:0004338	proximal phalanx of manual digit 1	1	1
UBERON:0006779	superficial white layer of superior colliculus	1	1
UBERON:0003689	sella turcica	1	1
UBERON:0010560	pedal digit 4 metatarsal cartilage element	1	1
UBERON:3000515	pseudoangular	0	1
UBERON:0002929	dentate gyrus pyramidal layer	0	1
UBERON:0006860	swim bladder	0	0
UBERON:2002015	pharyngobranchial tooth plate	0	1
UBERON:0014897	obliquely striated somatic muscle	0	0
UBERON:0016883	ovarian fossa	1	1
UBERON:3000937	prezonal element	0	1
UBERON:2001689	pterygoquadrate cartilage	0	1
UBERON:0001965	substantia nigra pars compacta	1	1
UBERON:0015149	ventral hair	0	1
UBERON:2001240	ceratobranchial 4 bone	0	1
UBERON:2005052	anterior mesencephalic central artery	0	1
UBERON:0018312	cheek scale	0	0
UBERON:0007778	umbilical artery endothelium	0	1
UBERON:0003416	mesenchyme of tongue	1	1
UBERON:2000321	caudal levator	0	1
UBERON:0004504	skeletal muscle tissue of mylohyoid	1	1
UBERON:0003563	telencephalon dura mater	0	1
UBERON:0011043	obturator muscle	1	1
UBERON:0005409	alimentary part of gastrointestinal system	1	1
UBERON:2000225	lateral crista primordium	0	1
UBERON:0010154	inner lining mucosa of the abomasum	0	0
UBERON:0007699	tract of spinal cord	1	1
UBERON:0010528	pneumatic cavity of bone	1	1
UBERON:2000975	somite 13	0	1
UBERON:0015145	pes hair	0	1
UBERON:0014751	P1 area of pallium (Myxiniformes)	0	0
UBERON:2000555	opercular flap	0	1
UBERON:0035123	palatomaxillary suture	1	1
UBERON:0003468	ureteric segment of renal artery	1	1
UBERON:0018110	posterior auricular muscle	1	1
UBERON:0006530	seminal fluid	1	1
UBERON:0005034	mucosa of right main bronchus	1	1
UBERON:0001747	parenchyma of thyroid gland	1	1
UBERON:0005440	ductus arteriosus	1	1
UBERON:2002029	pectoral fin proximal radial bone 4	0	0
UBERON:0010048	Duvernoy's gland	0	0
UBERON:0010685	pedal digit phalanx cartilage element	1	1
UBERON:0005912	transitional epithelium of major calyx	1	1
UBERON:0005941	hair inner root sheath	1	1
UBERON:0005681	right lung upper lobe bronchiole	1	1
UBERON:4000088	mineralized cartilage tissue	0	1
UBERON:0001298	psoas major muscle	1	1
UBERON:0002764	inferior precentral sulcus	1	1
UBERON:3000917	apophysis distalis of tibiale fibulare	0	1
UBERON:0012418	respiratory system venous smooth muscle	0	1
UBERON:0003246	epithelium of endolymphatic sac	0	1
UBERON:2001363	neural complex of Weberian apparatus	0	1
UBERON:5112137	pedal digit 7 digitopodial skeleton	0	1
UBERON:0035602	collar nerve cord	0	1
UBERON:0015014	calcaneum endochondral element	1	1
UBERON:0018145	lumbar rib	0	0
UBERON:3010124	toe fringes	0	1
UBERON:0018120	right renal medulla interstitium	0	1
UBERON:2001754	dorsal fin lepidotrichium 1	0	0
UBERON:0000458	endocervix	1	1
UBERON:0015033	pedal digit 3 phalanx endochondral element	1	1
UBERON:0006493	seventh cervical spinal cord segment	1	1
UBERON:2000910	medial forebrain bundle telencephalon	0	1
UBERON:0003728	mediastinum	1	1
UBERON:0025883	superior ramus of arcuate sulcus	0	1
UBERON:0001029	neuromuscular junction	1	1
UBERON:0001046	hindgut	1	1
UBERON:0015161	inferior branch of oculomotor nerve	1	1
UBERON:0022424	supragenual nucleus of pontine tegmentum	1	1
UBERON:0034953	embryonic lymph sac	0	1
UBERON:0003257	yolk sac endoderm	1	1
UBERON:2001190	Weberian vertebra	0	1
UBERON:0002088	lateral thoracic vein	1	1
UBERON:0002459	inferior palpebral vein	0	1
UBERON:0002658	medial lemniscus of midbrain	1	1
UBERON:0012467	enclosed anatomical space	1	1
UBERON:0022284	lacrimal gland bud	1	1
UBERON:2001063	posterior caudal vein	0	0
UBERON:2001563	hypural 4	0	0
UBERON:0028420	Ongur, Price, and Ferry (2003) area 14r	0	1
UBERON:0004736	metanephric glomerulus	0	1
UBERON:2001015	myotome somite 17	0	1
UBERON:0011094	vertebra cartilage element	1	1
UBERON:0022299	upper eyelid nerve	0	1
UBERON:0035026	amygdalohippocampal transition area	1	1
UBERON:0018132	tail fat pad	0	0
UBERON:2001650	pharyngobranchial 2 tooth plate	0	1
UBERON:0014701	extraembryonic vascular system	1	1
UBERON:0006862	diaphysis of femur	1	1
UBERON:2005248	trans-choroid plexus branch	0	1
UBERON:0007357	proventriculus	0	0
UBERON:0014556	CA3 stratum radiatum	1	1
UBERON:0007709	superior cerebellar peduncle of pons	1	1
UBERON:0014892	skeletal muscle organ	1	1
UBERON:0010562	pedal digit 1 mesenchyme	1	1
UBERON:0014933	periventricular gray matter	0	1
UBERON:2000390	medial preglomerular nucleus	0	1
UBERON:0001292	distal convoluted tubule	1	1
UBERON:0022438	rostral anterior cingulate cortex	0	1
UBERON:0008266	periodontal ligament	1	1
UBERON:0001180	superior recess of lesser sac	1	1
UBERON:0035032	abdominal oblique muscle	1	1
UBERON:0009122	adenohypophyseal placode	1	1
UBERON:0017623	prepelvic clasper	0	0
UBERON:0034722	mouth roof taste bud	0	1
UBERON:0005127	metanephric thick ascending limb	0	1
UBERON:0011016	pyramidalis	1	1
UBERON:0010016	spiral valve of intestine	0	0
UBERON:0005363	inferior vagus X ganglion	1	1
UBERON:0007710	intermediate nucleus of lateral lemniscus	1	1
UBERON:4300139	posterolingual region	0	1
UBERON:0013450	simian shelf	0	0
UBERON:0003649	metacarpal bone of digit 5	1	1
UBERON:3000989	pectoral fold	0	1
UBERON:0004797	blood vessel layer	1	1
UBERON:0004670	ependyma	1	1
UBERON:0010843	clavicle cartilage element	0	1
UBERON:0034919	juvenile stage	0	1
UBERON:0001482	muscle of shoulder	1	1
UBERON:0012279	chromaffin paraganglion	1	1
UBERON:0001377	quadriceps femoris	1	1
UBERON:0035588	subpretectal complex of Aves	0	0
UBERON:0011663	anterior plastron-carapace bridge	0	0
UBERON:2000582	saccus dorsalis	0	1
UBERON:0034709	hindbrain marginal layer	1	1
UBERON:0004082	cerebellum vermis lobule VIII	1	1
UBERON:2005376	dorsal fin distal radial bone 5	0	0
UBERON:0016851	renal fascia	1	1
UBERON:0003692	acromioclavicular joint	1	1
UBERON:4000086	secondary cartilage tissue	0	1
UBERON:0016550	spinal cord column	1	1
UBERON:0011369	omotransversarius muscle	0	1
UBERON:0035574	ventral pretectal periventricular nucleus	0	0
UBERON:0004506	skeletal muscle tissue of masseter	1	1
UBERON:0000929	pharyngeal branch of vagus nerve	1	1
UBERON:0001567	cheek	1	1
UBERON:0010733	alisphenoid cartilage element	1	1
UBERON:0028439	Ongur, Price, and Ferry (2003) area Iapm	0	1
UBERON:0004708	paired limb/fin	1	1
UBERON:0011580	platypus crural gland	0	0
UBERON:0002402	pleural cavity	1	1
UBERON:0004688	costo-cervical trunk	1	1
UBERON:0009624	lumbar nerve	1	1
UBERON:0010040	stomach non-glandular epithelium	0	1
UBERON:0006728	liver left medial lobe	1	1
UBERON:2205383	dorsal fin proximal radial cartilage 6	0	0
UBERON:0014789	embryo portion of umbilical vein	0	1
UBERON:0009025	gastroepiploic artery	0	1
UBERON:0001555	digestive tract	1	1
UBERON:0010345	4th arch mesenchyme from head mesenchyme	1	1
UBERON:0000440	trabecula	1	1
UBERON:0003522	manual digit blood vessel	1	1
UBERON:0013125	left subcardinal vein	1	1
UBERON:0010510	strand of auchene hair	0	1
UBERON:0007656	lateral recess of fourth ventricle	1	1
UBERON:0015212	lateral structure	1	1
UBERON:0009954	vomeronasal system	1	1
UBERON:0009920	optic neural crest	1	1
UBERON:2000993	lateral wall neural rod	0	1
UBERON:2000934	myotome somite 8	0	1
UBERON:2001936	posterior nasal barbel	0	1
UBERON:3010751	ramus muscularis of vagus nerve	0	1
UBERON:0008247	tube foot	0	0
UBERON:0034923	disconnected anatomical group	1	1
UBERON:2001526	hypobranchial 3 cartilage	0	1
UBERON:0008115	surface of cartilage	1	1
UBERON:0003135	male reproductive organ	1	1
UBERON:0005458	left umbilical artery	1	1
UBERON:0004317	distal phalanx of pedal digit 3	1	1
UBERON:0011095	vertebra pre-cartilage condensation	0	1
UBERON:0005893	leg bone	1	1
UBERON:2007028	spinal cord neural keel	0	1
UBERON:0007833	osseus semicircular canal	0	1
UBERON:0016574	lamina III of gray matter of spinal cord	1	1
UBERON:0011195	inferior parathyroid epithelium	1	1
UBERON:0004709	pelvic appendage	1	1
UBERON:0004084	genital labium	1	1
UBERON:0003528	brain gray matter	1	1
UBERON:0014571	CA3 alveus	0	1
UBERON:0004330	proximal phalanx of manual digit 4	1	1
UBERON:0003470	artery of upper lip	1	1
UBERON:0002614	medial part of ventral lateral nucleus	1	1
UBERON:2002215	otic vesicle protrusion	0	1
UBERON:0034925	anatomical collection	1	1
UBERON:0017659	ventral surface of penis	1	1
UBERON:0009846	embryonic cloacal epithelium	1	1
UBERON:0034697	inflow tract	1	1
UBERON:2001694	humerovertebral ligament	0	1
UBERON:0007993	ulnar sesamoid bone	0	1
UBERON:0000341	throat	1	1
UBERON:0013529	Brodmann area	1	1
UBERON:2000335	crossed tecto-bulbar tract	0	1
UBERON:0015115	distal tarsal bone 5 cartilage	0	1
UBERON:2001266	ovarian follicle stage III	0	1
UBERON:0005376	olfactory bulb external plexiform layer	0	1
UBERON:0001133	cardiac muscle tissue	1	1
UBERON:0000166	oral opening	1	1
UBERON:2001744	replacement tooth trench	0	1
UBERON:3010451	involuting marginal zone	0	1
UBERON:0014847	vastus intermedius	1	1
UBERON:0004651	scapula spine	1	1
UBERON:0006677	surface of epithelium	1	1
UBERON:0006532	oblique extraocular muscle	1	1
UBERON:0003122	pharyngeal arch artery 5	0	1
UBERON:0002224	thoracic cavity	1	1
